,Variable,SHAP_abs,Corr,Sign
551,WindowCombinationDrugs_rosuvastatin-rosuvastatin-40-40,0.0,0.0,neg
552,WindowCombinationDrugs_metoprolol-rosuvastatin-50-20,0.0,0.0,neg
553,WindowCombinationDrugs_lovastatin-metformin-metoprolol-metoprolol-40-500-100-100,0.0,0.0,neg
554,Drug_DailyDosage_DurationDose_metoprolol-100-60,0.0,0.0,neg
555,WindowCombinationDrugs_metformin-metoprolol-500-100,0.0,0.0,neg
556,WindowCombinationDrugs_lovastatin-metformin-metformin-metoprolol-40-500-500-100,0.0,0.0,neg
557,Drug_DailyDosage_DurationDose_metformin-1000-100,0.0,0.0,neg
558,WindowCombinationDrugs_irbesartan-metformin-metoprolol-metoprolol-300-2000-25-100,0.0,0.0,neg
559,Drug_DailyDosage_DurationDose_irbesartan-300-45,0.0,0.0,neg
560,Drug_DailyDosage_DurationDose_metoprolol-25-330,0.0,0.0,neg
561,WindowCombinationDrugs_metformin-metoprolol-metoprolol-metoprolol-2000-25-100-100,0.0,0.0,neg
562,WindowCombinationDrugs_atorvastatin-metoprolol-10-100,0.0,0.0,neg
563,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-metformin-metformin-rosuvastatin-rosuvastatin-10-10-10-1000-1000-5-5,0.0,0.0,neg
590,Drug_DailyDosage_DurationDose_metoprolol-50-45,0.0,0.0,neg
591,WindowCombinationDrugs_losartan-metformin-metformin-metformin-100-1000-1000-500,0.0,0.0,neg
592,WindowCombinationDrugs_losartan-losartan-losartan-losartan-losartan-metoprolol-metoprolol-metoprolol-metoprolol-metoprolol-simvastatin-simvastatin-simvastatin-simvastatin-simvastatin-50-50-50-50-50-50-50-50-50-50-20-20-20-20-20,0.0,0.0,neg
593,Drug_DailyDosage_DurationDose_losartan-50-10,0.0,0.0,neg
621,WindowCombinationDrugs_metformin-metformin-metoprolol-500-500-25,0.0,0.0,neg
622,WindowCombinationDrugs_metformin-metformin-simvastatin-simvastatin-500-500-40-40,0.0,0.0,neg
623,WindowCombinationDrugs_metoprolol-metoprolol-metoprolol-metoprolol-metoprolol-metoprolol-valsartan-valsartan-valsartan-valsartan-50-50-50-50-50-50-320-320-320-320,0.0,0.0,neg
624,WindowCombinationDrugs_metoprolol-metoprolol-metoprolol-metoprolol-simvastatin-valsartan-valsartan-valsartan-valsartan-valsartan-valsartan-valsartan-50-50-50-50-20-320-320-320-320-320-320-320,0.0,0.0,neg
625,WindowCombinationDrugs_metoprolol-metoprolol-simvastatin-simvastatin-valsartan-valsartan-valsartan-50-50-20-20-320-320-320,0.0,0.0,neg
626,WindowCombinationDrugs_atenolol-atenolol-atenolol-metformin-metformin-metformin-simvastatin-simvastatin-simvastatin-100-100-100-1000-1000-1000-40-40-40,0.0,0.0,neg
627,Drug_DailyDosage_DurationDose_atenolol-100-120,0.0,0.0,neg
628,Drug_DailyDosage_DurationDose_metformin-1000-45,0.0,0.0,neg
629,WindowCombinationDrugs_atenolol-atenolol-atenolol-atenolol-metformin-simvastatin-100-100-100-100-1000-40,0.0,0.0,neg
630,WindowCombinationDrugs_atenolol-atenolol-metformin-metformin-simvastatin-100-100-1000-1000-40,0.0,0.0,neg
631,WindowCombinationDrugs_atenolol-metformin-metformin-simvastatin-100-1000-1000-40,0.0,0.0,neg
632,WindowCombinationDrugs_metformin-simvastatin-2550-20,0.0,0.0,neg
633,Drug_DailyDosage_DurationDose_metformin-2550-90,0.0,0.0,neg
634,WindowCombinationDrugs_metformin-metformin-metformin-simvastatin-simvastatin-2550-2550-2550-20-20,0.0,0.0,neg
635,WindowCombinationDrugs_metformin-metformin-simvastatin-2550-2550-20,0.0,0.0,neg
636,WindowCombinationDrugs_atorvastatin-atorvastatin-80-80,0.0,0.0,neg
637,WindowCombinationDrugs_atorvastatin-metoprolol-10-50,0.0,0.0,neg
638,WindowCombinationDrugs_atorvastatin-atorvastatin-metoprolol-metoprolol-10-10-50-50,0.0,0.0,neg
639,WindowCombinationDrugs_metformin-metformin-simvastatin-simvastatin-simvastatin-500-500-20-20-20,0.0,0.0,neg
640,WindowCombinationDrugs_metformin-metformin-simvastatin-simvastatin-500-500-20-20,0.0,0.0,neg
641,WindowCombinationDrugs_metformin-metoprolol-metoprolol-simvastatin-500-50-50-20,0.0,0.0,neg
642,WindowCombinationDrugs_metformin-rosuvastatin-rosuvastatin-1000-20-20,0.0,0.0,neg
643,WindowCombinationDrugs_losartan-metformin-rosuvastatin-25-1000-20,0.0,0.0,neg
620,WindowCombinationDrugs_lovastatin-metformin-metoprolol-20-500-25,0.0,0.0,neg
540,WindowCombinationDrugs_metoprolol-metoprolol-metoprolol-rosuvastatin-50-50-50-10,0.0,0.0,neg
619,WindowCombinationDrugs_metformin-metoprolol-500-25,0.0,0.0,neg
617,WindowCombinationDrugs_atorvastatin-metoprolol-40-50,0.0,0.0,neg
594,Drug_DailyDosage_DurationDose_metoprolol-50-10,0.0,0.0,neg
595,Drug_DailyDosage_DurationDose_simvastatin-20-10,0.0,0.0,neg
596,WindowCombinationDrugs_losartan-losartan-losartan-metoprolol-metoprolol-metoprolol-simvastatin-simvastatin-simvastatin-50-50-50-50-50-50-20-20-20,0.0,0.0,neg
597,WindowCombinationDrugs_losartan-metoprolol-simvastatin-50-50-20,0.0,0.0,neg
598,WindowCombinationDrugs_metformin-metformin-2000-1000,0.0,0.0,neg
599,WindowCombinationDrugs_metoprolol-metoprolol-simvastatin-simvastatin-50-50-40-40,0.0,0.0,neg
600,WindowCombinationDrugs_metoprolol-simvastatin-simvastatin-50-40-40,0.0,0.0,neg
601,WindowCombinationDrugs_atorvastatin-metformin-10-2000,0.0,0.0,neg
602,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-losartan-losartan-20-20-20-100-100,0.0,0.0,neg
603,WindowCombinationDrugs_atorvastatin-atorvastatin-losartan-20-20-100,0.0,0.0,neg
604,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-atorvastatin-valsartan-valsartan-10-10-10-10-160-160,0.0,0.0,neg
605,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-atorvastatin-valsartan-10-10-10-10-160,0.0,0.0,neg
606,Drug_DailyDosage_DurationDose_valsartan-160-150,0.0,0.0,neg
607,WindowCombinationDrugs_atorvastatin-atorvastatin-valsartan-10-10-160,0.0,0.0,neg
608,WindowCombinationDrugs_losartan-metformin-100-1000,0.0,0.0,neg
609,WindowCombinationDrugs_losartan-losartan-losartan-metformin-100-100-100-1000,0.0,0.0,neg
610,WindowCombinationDrugs_metoprolol-metoprolol-valsartan-valsartan-200-200-320-320,0.0,0.0,neg
611,WindowCombinationDrugs_metoprolol-metoprolol-metoprolol-metoprolol-valsartan-valsartan-valsartan-valsartan-valsartan-200-200-200-200-320-320-160-160-160,0.0,0.0,neg
612,WindowCombinationDrugs_metoprolol-metoprolol-valsartan-valsartan-200-200-160-160,0.0,0.0,neg
613,WindowCombinationDrugs_carvedilol-metformin-50-2000,0.0,0.0,neg
614,WindowCombinationDrugs_carvedilol-carvedilol-carvedilol-metformin-metformin-50-50-50-2000-2000,0.0,0.0,neg
615,Drug_DailyDosage_DurationDose_carvedilol-50-45,0.0,0.0,neg
616,Drug_DailyDosage_DurationDose_metformin-2000-270,0.0,0.0,neg
618,WindowCombinationDrugs_atorvastatin-atorvastatin-metoprolol-metoprolol-40-80-25-50,0.0,0.0,neg
539,WindowCombinationDrugs_losartan-losartan-metoprolol-metoprolol-metoprolol-metoprolol-rosuvastatin-rosuvastatin-50-50-50-50-50-50-10-10,0.0,0.0,neg
538,WindowCombinationDrugs_losartan-losartan-metoprolol-metoprolol-rosuvastatin-rosuvastatin-rosuvastatin-50-50-50-50-10-10-10,0.0,0.0,neg
537,WindowCombinationDrugs_atenolol-rosuvastatin-50-20,0.0,0.0,neg
459,Drug_DailyDosage_DurationDose_metformin-1700-6,0.0,0.0,neg
460,Drug_DailyDosage_DurationDose_valsartan-160-18,0.0,0.0,neg
461,Drug_DailyDosage_DurationDose_valsartan-160-30,0.0,0.0,neg
462,Drug_DailyDosage_DurationDose_metoprolol-25-90,0.0,0.0,neg
463,WindowCombinationDrugs_atorvastatin-metoprolol-80-100,0.0,0.0,neg
464,WindowCombinationDrugs_atorvastatin-atorvastatin-metoprolol-metoprolol-80-80-100-100,0.0,0.0,neg
465,Drug_DailyDosage_DurationDose_metoprolol-100-3,0.0,0.0,neg
466,WindowCombinationDrugs_atorvastatin-carvedilol-carvedilol-metformin-40-50-50-1000,0.0,0.0,neg
467,Drug_DailyDosage_DurationDose_carvedilol-50-90,0.0,0.0,neg
468,WindowCombinationDrugs_atorvastatin-carvedilol-metformin-40-50-1000,0.0,0.0,neg
469,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-carvedilol-carvedilol-metformin-40-40-40-50-50-1000,0.0,0.0,neg
470,WindowCombinationDrugs_atorvastatin-atorvastatin-carvedilol-metformin-metformin-40-40-50-1000-1000,0.0,0.0,neg
471,WindowCombinationDrugs_atorvastatin-metformin-metoprolol-80-1000-50,0.0,0.0,neg
472,Drug_DailyDosage_DurationDose_metoprolol-50-270,0.0,0.0,neg
473,WindowCombinationDrugs_atorvastatin-metoprolol-80-50,0.0,0.0,neg
474,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-20-40-500,0.0,0.0,neg
475,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-rosuvastatin-rosuvastatin-rosuvastatin-40-40-500-40-40-20,0.0,0.0,neg
476,WindowCombinationDrugs_rosuvastatin-rosuvastatin-20-40,0.0,0.0,neg
477,Drug_DailyDosage_DurationDose_rosuvastatin-40-135,0.0,0.0,neg
478,WindowCombinationDrugs_rosuvastatin-40,0.0,0.0,neg
479,WindowCombinationDrugs_simvastatin-simvastatin-20-20,0.0,0.0,neg
480,Drug_DailyDosage_DurationDose_simvastatin-20-270,0.0,0.0,neg
481,WindowCombinationDrugs_losartan-losartan-losartan-100-100-100,0.0,0.0,neg
458,WindowCombinationDrugs_atorvastatin-metformin-metformin-metformin-metformin-metformin-metformin-metformin-valsartan-valsartan-valsartan-20-1700-1700-1700-1700-1700-1700-1700-160-160-160,0.0,0.0,neg
482,WindowCombinationDrugs_atorvastatin-atorvastatin-losartan-losartan-losartan-losartan-20-20-100-100-100-100,0.0,0.0,neg
457,Drug_DailyDosage_DurationDose_valsartan-160-60,0.0,0.0,neg
455,WindowCombinationDrugs_atorvastatin-metformin-metformin-metformin-metformin-telmisartan-valsartan-valsartan-valsartan-20-1700-1700-1700-1700-80-160-160-160,0.0,0.0,neg
432,WindowCombinationDrugs_atorvastatin-metoprolol-40-100,0.0,0.0,neg
433,WindowCombinationDrugs_atenolol-atorvastatin-atorvastatin-100-40-40,0.0,0.0,neg
434,WindowCombinationDrugs_lovastatin-lovastatin-40-40,0.0,0.0,neg
435,WindowCombinationDrugs_lovastatin-40,0.0,0.0,neg
436,WindowCombinationDrugs_nebivolol-valsartan-20-320,0.0,0.0,neg
437,Drug_DailyDosage_DurationDose_nebivolol-20-30,0.0,0.0,neg
438,WindowCombinationDrugs_carvedilol-nebivolol-nebivolol-pravastatin-valsartan-25-20-20-80-320,0.0,0.0,neg
439,WindowCombinationDrugs_valsartan-320,0.0,0.0,neg
440,WindowCombinationDrugs_pravastatin-80,0.0,0.0,neg
441,WindowCombinationDrugs_simvastatin-simvastatin-simvastatin-40-40-40,0.0,0.0,neg
442,WindowCombinationDrugs_olmesartan-olmesartan-40-40,0.0,0.0,neg
443,WindowCombinationDrugs_atorvastatin-atorvastatin-olmesartan-40-40-40,0.0,0.0,neg
444,Drug_DailyDosage_DurationDose_atorvastatin-40-7,0.0,0.0,neg
445,WindowCombinationDrugs_losartan-metformin-metformin-olmesartan-olmesartan-100-500-500-40-40,0.0,0.0,neg
446,WindowCombinationDrugs_losartan-metformin-olmesartan-100-500-40,0.0,0.0,neg
447,WindowCombinationDrugs_metformin-simvastatin-simvastatin-simvastatin-simvastatin-simvastatin-500-10-10-20-10-10,0.0,0.0,neg
448,WindowCombinationDrugs_metformin-simvastatin-simvastatin-simvastatin-500-20-10-20,0.0,0.0,neg
449,WindowCombinationDrugs_metformin-metformin-simvastatin-500-500-20,0.0,0.0,neg
450,WindowCombinationDrugs_metformin-simvastatin-500-20,0.0,0.0,neg
451,WindowCombinationDrugs_atorvastatin-atorvastatin-telmisartan-telmisartan-20-20-80-80,0.0,0.0,neg
452,Drug_DailyDosage_DurationDose_telmisartan-80-30,0.0,0.0,neg
453,WindowCombinationDrugs_atorvastatin-metformin-metformin-metformin-telmisartan-20-1700-1700-1700-80,0.0,0.0,neg
454,Drug_DailyDosage_DurationDose_metformin-1700-30,0.0,0.0,neg
456,Drug_DailyDosage_DurationDose_valsartan-160-45,0.0,0.0,neg
644,WindowCombinationDrugs_rosuvastatin-rosuvastatin-rosuvastatin-rosuvastatin-rosuvastatin-10-10-10-10-10,0.0,0.0,neg
483,WindowCombinationDrugs_atorvastatin-losartan-losartan-20-100-100,0.0,0.0,neg
485,WindowCombinationDrugs_losartan-25,0.0,0.0,neg
514,Drug_DailyDosage_DurationDose_valsartan-320-75,0.0,0.0,neg
515,WindowCombinationDrugs_atenolol-atenolol-lovastatin-lovastatin-valsartan-25-25-10-10-320,0.0,0.0,neg
516,Drug_DailyDosage_DurationDose_atenolol-25-30,0.0,0.0,neg
517,Drug_DailyDosage_DurationDose_lovastatin-10-1,0.0,0.0,neg
518,Drug_DailyDosage_DurationDose_lovastatin-10-2,0.0,0.0,neg
519,Drug_DailyDosage_DurationDose_lovastatin-10-30,0.0,0.0,neg
520,WindowCombinationDrugs_atorvastatin-metformin-metformin-valsartan-valsartan-valsartan-20-2000-2000-160-160-160,0.0,0.0,neg
521,WindowCombinationDrugs_atorvastatin-metformin-valsartan-20-2000-160,0.0,0.0,neg
522,WindowCombinationDrugs_atorvastatin-metformin-valsartan-valsartan-valsartan-20-2000-160-160-160,0.0,0.0,neg
523,WindowCombinationDrugs_atorvastatin-losartan-losartan-metoprolol-40-100-100-100,0.0,0.0,neg
524,WindowCombinationDrugs_atorvastatin-atorvastatin-losartan-losartan-metoprolol-40-40-100-100-100,0.0,0.0,neg
525,WindowCombinationDrugs_atorvastatin-atorvastatin-losartan-metoprolol-40-40-100-100,0.0,0.0,neg
526,Drug_DailyDosage_DurationDose_rosuvastatin-20-270,0.0,0.0,neg
527,WindowCombinationDrugs_metformin-simvastatin-750-40,0.0,0.0,neg
528,Drug_DailyDosage_DurationDose_metformin-750-540,0.0,0.0,neg
529,Drug_DailyDosage_DurationDose_simvastatin-40-180,0.0,0.0,neg
530,WindowCombinationDrugs_metformin-metformin-simvastatin-750-750-40,0.0,0.0,neg
531,WindowCombinationDrugs_atorvastatin-pravastatin-rosuvastatin-rosuvastatin-40-40-5-5,0.0,0.0,neg
532,Drug_DailyDosage_DurationDose_pravastatin-40-30,0.0,0.0,neg
533,Drug_DailyDosage_DurationDose_rosuvastatin-5-30,0.0,0.0,neg
534,WindowCombinationDrugs_losartan-pravastatin-simvastatin-25-40-10,0.0,0.0,neg
535,WindowCombinationDrugs_atenolol-atenolol-rosuvastatin-rosuvastatin-50-50-20-20,0.0,0.0,neg
536,Drug_DailyDosage_DurationDose_rosuvastatin-20-30,0.0,0.0,neg
513,Drug_DailyDosage_DurationDose_lovastatin-10-150,0.0,0.0,neg
484,WindowCombinationDrugs_metformin-metformin-1000-1000,0.0,0.0,neg
512,Drug_DailyDosage_DurationDose_atenolol-25-150,0.0,0.0,neg
510,Drug_DailyDosage_DurationDose_canagliflozin-100-30,0.0,0.0,neg
486,WindowCombinationDrugs_losartan-losartan-metformin-25-25-1000,0.0,0.0,neg
487,WindowCombinationDrugs_lovastatin-lovastatin-metformin-metformin-metoprolol-20-20-1000-1000-200,0.0,0.0,neg
488,Drug_DailyDosage_DurationDose_lovastatin-20-120,0.0,0.0,neg
489,Drug_DailyDosage_DurationDose_metoprolol-200-30,0.0,0.0,neg
490,WindowCombinationDrugs_lovastatin-lovastatin-lovastatin-lovastatin-lovastatin-metformin-metformin-metformin-metoprolol-metoprolol-20-20-20-20-20-1000-1000-1000-200-200,0.0,0.0,neg
491,Drug_DailyDosage_DurationDose_lovastatin-20-30,0.0,0.0,neg
492,Drug_DailyDosage_DurationDose_lovastatin-20-270,0.0,0.0,neg
493,Drug_DailyDosage_DurationDose_metformin-1000-270,0.0,0.0,neg
494,Drug_DailyDosage_DurationDose_metoprolol-200-270,0.0,0.0,neg
495,WindowCombinationDrugs_lovastatin-metformin-metoprolol-20-1000-200,0.0,0.0,neg
496,WindowCombinationDrugs_atorvastatin-80,0.0,0.0,neg
497,WindowCombinationDrugs_atorvastatin-lovastatin-40-20,0.0,0.0,neg
498,Drug_DailyDosage_DurationDose_atorvastatin-40-330,0.0,0.0,neg
500,WindowCombinationDrugs_metformin-rosuvastatin-rosuvastatin-valsartan-2000-5-5-160,0.0,0.0,neg
501,Drug_DailyDosage_DurationDose_rosuvastatin-5-90,0.0,0.0,neg
502,WindowCombinationDrugs_metformin-rosuvastatin-valsartan-2000-5-160,0.0,0.0,neg
503,WindowCombinationDrugs_rosuvastatin-valsartan-5-160,0.0,0.0,neg
504,WindowCombinationDrugs_losartan-losartan-50-50,0.0,0.0,neg
505,WindowCombinationDrugs_losartan-losartan-losartan-losartan-50-50-100-50,0.0,0.0,neg
506,WindowCombinationDrugs_atorvastatin-losartan-metformin-metformin-80-100-2000-500,0.0,0.0,neg
507,WindowCombinationDrugs_atorvastatin-losartan-losartan-losartan-metformin-80-100-100-100-2000,0.0,0.0,neg
508,WindowCombinationDrugs_atorvastatin-losartan-losartan-metformin-metformin-metformin-80-100-100-2000-2000-2000,0.0,0.0,neg
509,WindowCombinationDrugs_atorvastatin-canagliflozin-losartan-losartan-losartan-metformin-80-100-100-100-100-2000,0.0,0.0,neg
511,WindowCombinationDrugs_atenolol-lovastatin-valsartan-25-10-320,0.0,0.0,neg
431,WindowCombinationDrugs_losartan-losartan-losartan-50-50-50,0.0,0.0,neg
645,WindowCombinationDrugs_rosuvastatin-rosuvastatin-rosuvastatin-10-10-10,0.0,0.0,neg
647,WindowCombinationDrugs_atenolol-atenolol-atenolol-simvastatin-simvastatin-simvastatin-100-100-100-20-20-20,0.0,0.0,neg
783,WindowCombinationDrugs_losartan-rosuvastatin-50-20,0.0,0.0,neg
784,WindowCombinationDrugs_atorvastatin-metoprolol-rosuvastatin-40-50-10,0.0,0.0,neg
785,WindowCombinationDrugs_atorvastatin-metformin-metformin-metoprolol-rosuvastatin-40-500-500-50-10,0.0,0.0,neg
786,WindowCombinationDrugs_irbesartan-irbesartan-simvastatin-150-150-40,0.0,0.0,neg
787,Drug_DailyDosage_DurationDose_irbesartan-150-30,0.0,0.0,neg
788,WindowCombinationDrugs_atorvastatin-metoprolol-20-25,0.0,0.0,neg
789,Drug_DailyDosage_DurationDose_atorvastatin-20-330,0.0,0.0,neg
790,WindowCombinationDrugs_atorvastatin-atorvastatin-carvedilol-carvedilol-40-20-25-50,0.0,0.0,neg
791,Drug_DailyDosage_DurationDose_carvedilol-25-330,0.0,0.0,neg
792,Drug_DailyDosage_DurationDose_carvedilol-50-60,0.0,0.0,neg
782,Drug_DailyDosage_DurationDose_telmisartan-40-90,0.0,0.0,neg
793,WindowCombinationDrugs_atorvastatin-carvedilol-carvedilol-20-25-50,0.0,0.0,neg
795,Drug_DailyDosage_DurationDose_carvedilol-50-330,0.0,0.0,neg
796,WindowCombinationDrugs_losartan-metformin-metoprolol-metoprolol-simvastatin-simvastatin-50-500-50-50-20-20,0.0,0.0,neg
797,WindowCombinationDrugs_losartan-losartan-metformin-metoprolol-metoprolol-metoprolol-simvastatin-simvastatin-simvastatin-50-50-500-50-50-50-20-20-20,0.0,0.0,neg
798,WindowCombinationDrugs_atorvastatin-losartan-losartan-metformin-metoprolol-metoprolol-simvastatin-simvastatin-40-50-50-500-50-50-20-20,0.0,0.0,neg
799,WindowCombinationDrugs_atorvastatin-losartan-metformin-metoprolol-simvastatin-40-50-500-50-20,0.0,0.0,neg
800,WindowCombinationDrugs_lovastatin-metoprolol-40-25,0.0,0.0,neg
801,Drug_DailyDosage_DurationDose_metoprolol-25-540,0.0,0.0,neg
802,WindowCombinationDrugs_lovastatin-metoprolol-metoprolol-40-25-25,0.0,0.0,neg
803,Drug_DailyDosage_DurationDose_lovastatin-40-180,0.0,0.0,neg
804,WindowCombinationDrugs_metformin-metoprolol-rosuvastatin-1000-50-40,0.0,0.0,neg
794,WindowCombinationDrugs_atorvastatin-carvedilol-20-50,0.0,0.0,neg
781,WindowCombinationDrugs_losartan-rosuvastatin-telmisartan-50-20-40,0.0,0.0,neg
780,WindowCombinationDrugs_losartan-metformin-simvastatin-50-2000-40,0.0,0.0,neg
779,WindowCombinationDrugs_losartan-simvastatin-50-40,0.0,0.0,neg
756,WindowCombinationDrugs_atorvastatin-metformin-10-500,0.0,0.0,neg
757,Drug_DailyDosage_DurationDose_atorvastatin-10-180,0.0,0.0,neg
758,WindowCombinationDrugs_metoprolol-metoprolol-pravastatin-25-25-80,0.0,0.0,neg
759,Drug_DailyDosage_DurationDose_pravastatin-80-30,0.0,0.0,neg
760,WindowCombinationDrugs_atorvastatin-metoprolol-metoprolol-metoprolol-pravastatin-pravastatin-80-25-25-25-80-80,0.0,0.0,neg
761,WindowCombinationDrugs_atorvastatin-atorvastatin-metoprolol-metoprolol-80-80-25-25,0.0,0.0,neg
762,WindowCombinationDrugs_losartan-losartan-losartan-losartan-simvastatin-simvastatin-simvastatin-50-50-50-50-20-20-20,0.0,0.0,neg
763,WindowCombinationDrugs_losartan-losartan-losartan-losartan-losartan-simvastatin-simvastatin-simvastatin-50-50-50-50-50-20-20-20,0.0,0.0,neg
764,WindowCombinationDrugs_losartan-losartan-losartan-simvastatin-simvastatin-simvastatin-50-50-50-20-20-20,0.0,0.0,neg
765,WindowCombinationDrugs_atorvastatin-atorvastatin-carvedilol-metformin-metformin-metformin-10-10-25-1000-1000-1700,0.0,0.0,neg
766,WindowCombinationDrugs_atorvastatin-atorvastatin-atorvastatin-carvedilol-metformin-metformin-metformin-10-10-10-25-1700-1700-1700,0.0,0.0,neg
767,WindowCombinationDrugs_atorvastatin-carvedilol-carvedilol-metformin-metformin-metformin-metformin-10-25-25-1700-1700-1700-1700,0.0,0.0,neg
768,WindowCombinationDrugs_atorvastatin-metformin-10-1700,0.0,0.0,neg
769,WindowCombinationDrugs_metformin-metformin-simvastatin-simvastatin-500-500-10-10,0.0,0.0,neg
770,WindowCombinationDrugs_atorvastatin-atorvastatin-metformin-metformin-10-10-1000-1000,0.0,0.0,neg
771,WindowCombinationDrugs_valsartan-640,0.0,0.0,neg
772,WindowCombinationDrugs_atorvastatin-metoprolol-10-25,0.0,0.0,neg
773,WindowCombinationDrugs_atorvastatin-atorvastatin-metoprolol-metoprolol-valsartan-10-10-25-25-640,0.0,0.0,neg
774,WindowCombinationDrugs_atenolol-simvastatin-50-20,0.0,0.0,neg
775,WindowCombinationDrugs_metformin-rosuvastatin-valsartan-500-20-320,0.0,0.0,neg
776,WindowCombinationDrugs_metformin-metformin-rosuvastatin-valsartan-500-500-20-320,0.0,0.0,neg
777,WindowCombinationDrugs_rosuvastatin-valsartan-20-320,0.0,0.0,neg
778,WindowCombinationDrugs_losartan-metformin-metformin-simvastatin-50-1000-2000-40,0.0,0.0,neg
805,WindowCombinationDrugs_atorvastatin-metformin-metformin-metformin-metformin-metformin-20-1000-1000-2000-2000-2000,0.0,0.0,neg
806,WindowCombinationDrugs_atorvastatin-metformin-metformin-metformin-20-2000-2000-2000,0.0,0.0,neg
807,WindowCombinationDrugs_losartan-losartan-metoprolol-metoprolol-simvastatin-simvastatin-100-100-50-50-20-20,0.0,0.0,neg
808,WindowCombinationDrugs_losartan-losartan-metoprolol-metoprolol-simvastatin-simvastatin-simvastatin-100-100-50-50-20-20-40,0.0,0.0,neg
